aid,tid,capacity,role,charid,impid,voice,epid,sid
Dionne Farris,199504086,music,,,,FALSE,19950408,20
Norm MacDonald,199504087,cast,,,,FALSE,19950408,20
David Spade,199504087,cast,Jeff Foxworthy,,1265.0,FALSE,19950408,20
Adam Sandler,199504087,cast,,,,FALSE,19950408,20
Damon Wayans,199504088,host,Stiles Monroe,,,FALSE,19950408,20
Chris Farley,199504088,cast,Drew Bruquette,,,FALSE,19950408,20
Michael McKean,199504088,cast,emcee,,,FALSE,19950408,20
Tim Meadows,199504088,cast,Al Hudson,,,FALSE,19950408,20
Kevin Nealon,199504088,cast,Harry,,,FALSE,19950408,20
Adam Sandler,199504088,cast,Louie Johnson,,,FALSE,19950408,20
Molly Shannon,199504088,cast,wife,,,FALSE,19950408,20
David Spade,199504088,cast,Dexter Hawkins,,,FALSE,19950408,20
John Zonars,199504088,cast,bassist,,,FALSE,19950408,20
Damon Wayans,199504089,host,Anton Jackson,,,FALSE,19950408,20
Laura Kightlinger,199504089,cast,Marcia Clark,,1173.0,FALSE,19950408,20
Michael McKean,199504089,cast,Robert Shapiro,,1175.0,FALSE,19950408,20
Mark McKinney,199504089,cast,Lance Ito,,1246.0,FALSE,19950408,20
Tim Meadows,199504089,cast,Johnnie Cochran,,1235.0,FALSE,19950408,20
Jay Mohr,199504089,cast,bailiff,,,FALSE,19950408,20
Kevin Nealon,199504089,cast,Terry Moran,,1176.0,FALSE,19950408,20
Adam Sandler,199504089,cast,James Williams,,,FALSE,19950408,20
Damon Wayans,1995040810,host,Mustafa Shablik Williams,,,FALSE,19950408,20
Tim Meadows,1995040810,cast,Lionel Osbourne,385.0,,FALSE,19950408,20
Damon Wayans,1995040811,host,,,,FALSE,19950408,20
Morwenna Banks,1995040811,cast,performer,,,FALSE,19950408,20
Chris Elliott,1995040811,cast,performer,,,FALSE,19950408,20
Mark McKinney,1995040811,cast,performer,,,FALSE,19950408,20
Jack Handey,1995040812,other,,,,FALSE,19950408,20
Phil Hartman,1995040812,cast,announcer,,,TRUE,19950408,20
Michael McKean,1995040813,cast,announcer,,,TRUE,19950408,20
Jay Mohr,1995040813,cast,Christopher Walken,,1066.0,FALSE,19950408,20
Dionne Farris,1995040814,music,,,,FALSE,19950408,20
Damon Wayans,1995040815,host,Babyface,,1270.0,FALSE,19950408,20
Laura Kightlinger,1995040815,cast,announcer,,,TRUE,19950408,20
Jay Mohr,1995040815,cast,Tony Bennett,,1272.0,FALSE,19950408,20
Adam Sandler,1995040815,cast,Tom Jones,,1271.0,FALSE,19950408,20
Dan Aykroyd,199503251,guest,Bob Dole,,682.0,FALSE,19950325,20
Michael McKean,199503251,cast,George F. Will,,1267.0,FALSE,19950325,20
Mark McKinney,199503251,cast,David Brinkley,,1266.0,FALSE,19950325,20
Kevin Nealon,199503251,cast,Sam Donaldson,,618.0,FALSE,19950325,20
John Goodman,199503252,host,Mighty Mack Blues,388.0,,FALSE,19950325,20
Dan Aykroyd,199503252,guest,Elwood Blues,10.0,,FALSE,19950325,20
John Goodman,199503253,host,Pat Arnold,,,FALSE,19950325,20
Dan Aykroyd,199503253,guest,Irwin Mainway,22.0,,FALSE,19950325,20
Brian Dennehy,199503253,cameo,,,,FALSE,19950325,20
George Wendt,199503253,cameo,Bob Swerski,319.0,,FALSE,19950325,20
Chris Farley,199503253,cast,Todd O'Connor,307.0,,FALSE,19950325,20
Robert Smigel,199503253,cast,Carl Wollarski,305.0,,FALSE,19950325,20
John Goodman,199503254,host,,,,FALSE,19950325,20
Dan Aykroyd,199503254,guest,Tom Snyder,,26.0,FALSE,19950325,20
Michael McKean,199503254,cast,"Arnold, caller",,,TRUE,19950325,20
Mark McKinney,199503254,cast,"Daniel, caller",,,TRUE,19950325,20
Jay Mohr,199503254,cast,Marty Blodgett,,,TRUE,19950325,20
Molly Shannon,199503254,cast,"Rhonda, caller",,,TRUE,19950325,20
Dan Aykroyd,199503255,guest,,,,FALSE,19950325,20
The Tragically Hip,199503256,music,,,,FALSE,19950325,20
Norm MacDonald,199503257,cast,,,,FALSE,19950325,20
David Spade,199503257,cast,Brian Kato Kaelin,,1171.0,FALSE,19950325,20
Laura Kightlinger,199503257,cast,Marcia Clark,,1173.0,TRUE,19950325,20
John Goodman,199503258,host,owner,,,FALSE,19950325,20
Chris Farley,199503258,cast,Steve,,,FALSE,19950325,20
Laura Kightlinger,199503258,cast,Kathy,,,FALSE,19950325,20
Adam Sandler,199503258,cast,Boo,,,FALSE,19950325,20
Dan Aykroyd,199503259,guest,Rush Limbaugh,,1268.0,FALSE,19950325,20
Ellen Cleghorne,199503259,cast,Robin Quivers,,1162.0,FALSE,19950325,20
Michael McKean,199503259,cast,Howard Stern,,1161.0,FALSE,19950325,20
Kevin Nealon,199503259,cast,secretary,,,FALSE,19950325,20
Adam Sandler,199503259,cast,Gary Dell'Abate,,1160.0,FALSE,19950325,20
John Goodman,1995032510,host,friend,,,FALSE,19950325,20
Chris Elliott,1995032510,cast,Jeff,,,FALSE,19950325,20
Michael McKean,1995032510,cast,photographer,,,FALSE,19950325,20
Molly Shannon,1995032510,cast,Sharon,,,FALSE,19950325,20
David Spade,1995032510,cast,Gary,,,FALSE,19950325,20
Dan Aykroyd,1995032511,guest,Robert Stack,,132.0,FALSE,19950325,20
Michael McKean,1995032511,cast,announcer,,,TRUE,19950325,20
Molly Shannon,1995032511,cast,Dora Pasquin,,,FALSE,19950325,20
David Spade,1995032511,cast,Don Bolton,,,FALSE,19950325,20
The Tragically Hip,1995032512,music,,,,FALSE,19950325,20
John Goodman,1995032513,host,miner,,,FALSE,19950325,20
Dan Aykroyd,1995032513,guest,miner,,,FALSE,19950325,20
Mark McKinney,1995032513,cast,miner,,,FALSE,19950325,20
Kevin Nealon,1995032513,cast,miner,,,FALSE,19950325,20
John Goodman,1995032514,host,employee,,,FALSE,19950325,20
Chris Elliott,1995032514,cast,traveler,,,FALSE,19950325,20
Michael McKean,1995032514,cast,narrator,,,TRUE,19950325,20
Mark McKinney,1995032514,cast,traveler,,,FALSE,19950325,20
Lorne Michaels,1995032514,cast,,,,FALSE,19950325,20
Kevin Nealon,1995032514,cast,traveler,,,FALSE,19950325,20
Ellen Cleghorne,199503181,cast,Marta,,,FALSE,19950318,20
Chris Farley,199503181,cast,Newt Gingrich,,1201.0,FALSE,19950318,20
Al Franken,199503181,cast,announcer,,,TRUE,19950318,20
Mark McKinney,199503181,cast,Candace Gingrich,,1264.0,FALSE,19950318,20
Tim Meadows,199503181,cast,reporter,,,TRUE,19950318,20
Jay Mohr,199503181,cast,reporter,,,TRUE,19950318,20
Kevin Nealon,199503181,cast,reporter,,,TRUE,19950318,20
Molly Shannon,199503181,cast,reporter,,,TRUE,19950318,20
Paul Reiser,199503182,host,,,,FALSE,19950318,20
Billy Grundfest,199503182,cameo,audience member,,,FALSE,19950318,20
Steve Koren,199503182,cast,audience member,,,FALSE,19950318,20
Molly Shannon,199503182,cast,audience member,,,FALSE,19950318,20
Dave Wilson,199503182,cast,,,,FALSE,19950318,20
Paul Reiser,199503183,host,The Night Stalker,,,FALSE,19950318,20
Chris Farley,199503183,cast,Boomerang,,,FALSE,19950318,20
Laura Kightlinger,199503183,cast,Maidenhawk,,,FALSE,19950318,20
Norm MacDonald,199503183,cast,Armor Man,,,FALSE,19950318,20
Michael McKean,199503183,cast,Perry White,,,FALSE,19950318,20
Molly Shannon,199503183,cast,Lois Lane,,,FALSE,19950318,20
David Spade,199503183,cast,Jimmy Olsen,,,FALSE,19950318,20
Paul Reiser,199503184,host,Andy Kraus,,,FALSE,19950318,20
Mark McKinney,199503184,cast,Justin,,,FALSE,19950318,20
Kevin Nealon,199503184,cast,Dan Tierney,,,FALSE,19950318,20
Annie Lennox,199503185,music,,,,FALSE,19950318,20
Norm MacDonald,199503186,cast,,,,FALSE,19950318,20
David Spade,199503186,cast,Jeff Foxworthy,,1265.0,FALSE,19950318,20
Adam Sandler,199503186,cast,Frank Dippy,,,FALSE,19950318,20
Chris Farley,199503186,cast,Hank Doodle,,,FALSE,19950318,20
Paul Reiser,199503187,host,Scott Berman,,,FALSE,19950318,20
Chris Elliott,199503187,cast,Stu,,,FALSE,19950318,20
Chris Farley,199503187,cast,friend,,,FALSE,19950318,20
Al Franken,199503187,cast,announcer,,,TRUE,19950318,20
Laura Kightlinger,199503187,cast,executive,,,FALSE,19950318,20
Michael McKean,199503187,cast,Mortimer,,,FALSE,19950318,20
Mark McKinney,199503187,cast,friend,,,FALSE,19950318,20
Tim Meadows,199503187,cast,DeShaun,,,FALSE,19950318,20
Jay Mohr,199503187,cast,executive,,,FALSE,19950318,20
Kevin Nealon,199503187,cast,Bob,,,FALSE,19950318,20
Molly Shannon,199503187,cast,wife,,,FALSE,19950318,20
Chris Farley,199503188,cast,Mike Flanagan,,,FALSE,19950318,20
Al Franken,199503188,cast,Stuart Smalley,316.0,,FALSE,19950318,20
Phil Hartman,199503188,cast,announcer,,,TRUE,19950318,20
Jack Handey,199503189,other,,,,FALSE,19950318,20
Phil Hartman,199503189,cast,announcer,,,TRUE,19950318,20
Paul Reiser,1995031810,host,Paul,,,FALSE,19950318,20
Michael McKean,1995031810,cast,announcer,,,TRUE,19950318,20
Jay Mohr,1995031810,cast,Ira,,,FALSE,19950318,20
Paul Reiser,1995031811,host,,,,FALSE,19950318,20
Chris Elliott,1995031811,cast,Dr. Barry Fisher,,,FALSE,19950318,20
Chris Farley,1995031811,cast,audience member,,,FALSE,19950318,20
Laura Kightlinger,1995031811,cast,Alexis Kaplan,,,FALSE,19950318,20
Norm MacDonald,1995031811,cast,audience member,,,FALSE,19950318,20
Molly Shannon,1995031811,cast,host,,,FALSE,19950318,20
David Spade,1995031811,cast,audience member,,,FALSE,19950318,20
Annie Lennox,1995031812,music,,,,FALSE,19950318,20
Paul Reiser,1995031813,host,waiter,,,FALSE,19950318,20
Chris Farley,1995031813,cast,patron,,,FALSE,19950318,20
Michael McKean,1995031813,cast,patron,,,FALSE,19950318,20
Mark McKinney,1995031813,cast,patron,,,FALSE,19950318,20
Jay Mohr,1995031813,cast,Niko,,,FALSE,19950318,20
Kevin Nealon,1995031813,cast,patron,,,FALSE,19950318,20
Paul Reiser,1995031814,host,patron,,,FALSE,19950318,20
Chris Elliott,1995031814,cast,police officer,,,FALSE,19950318,20
Chris Farley,1995031814,cast,Michael,,,FALSE,19950318,20
Michael McKean,1995031814,cast,father,,,FALSE,19950318,20
Tim Meadows,1995031814,cast,patron,,,FALSE,19950318,20
Jay Mohr,1995031814,cast,son,,,FALSE,19950318,20
Molly Shannon,1995031814,cast,police officer,,,FALSE,19950318,20
David Spade,1995031814,cast,patron,,,FALSE,19950318,20
Ellen Cleghorne,199502251,cast,,,,FALSE,19950225,20
Chris Farley,199502251,cast,,,,FALSE,19950225,20
Tim Meadows,199502251,cast,,,,FALSE,19950225,20
Don Pardo,199502251,cast,,,,FALSE,19950225,20
George Clooney,199502252,host,,,,FALSE,19950225,20
Tom Davis,199502252,cast,Bob Hoyt,,,FALSE,19950225,20
Molly Shannon,199502252,cast,Amy,,,FALSE,19950225,20
Ellen Cleghorne,199502253,cast,engineer,,,FALSE,19950225,20
Janeane Garofalo,199502253,cast,engineer,,,FALSE,19950225,20
Norm Hiscock,199502253,cast,engineer,,,FALSE,19950225,20
Norm MacDonald,199502253,cast,engineer,,,FALSE,19950225,20
Ian Maxtone-Graham,199502253,cast,engineer,,,FALSE,19950225,20
Michael McKean,199502253,cast,engineer,,,FALSE,19950225,20
Tim Meadows,199502253,cast,engineer,,,FALSE,19950225,20
Kevin Nealon,199502253,cast,engineer,,,FALSE,19950225,20
Ryan Shiraki,199502253,cast,engineer,,,FALSE,19950225,20
George Clooney,199502254,host,guy,,,FALSE,19950225,20
Chris Farley,199502254,cast,guy,,,FALSE,19950225,20
Janeane Garofalo,199502254,cast,girl,,,FALSE,19950225,20
Michael McKean,199502254,cast,announcer,,,TRUE,19950225,20
George Clooney,199502255,host,Jay Leno,,1257.0,FALSE,19950225,20
Chris Elliott,199502255,cast,driver,,,FALSE,19950225,20
Chris Farley,199502255,cast,passenger,,,FALSE,19950225,20
Norm MacDonald,199502255,cast,Slim Pickens,,1258.0,FALSE,19950225,20
Michael McKean,199502255,cast,Vincent Price,,469.0,FALSE,19950225,20
Michael McKean,199502255,cast,announcer,,,TRUE,19950225,20
Tim Meadows,199502255,cast,driver,,,FALSE,19950225,20
Kevin Nealon,199502255,cast,driver,,,FALSE,19950225,20
Adam Sandler,199502255,cast,passenger,,,FALSE,19950225,20
David Spade,199502255,cast,driver,,,FALSE,19950225,20
The Cranberries,199502256,music,,,,FALSE,19950225,20
Don Pardo,199502257,cast,,,,FALSE,19950225,20
Norm MacDonald,199502257,cast,,,,FALSE,19950225,20
Ellen Cleghorne,199502257,cast,Simpson Juror #4,,,FALSE,19950225,20
George Clooney,199502257,host,,,,FALSE,19950225,20
Kevin Nealon,199502257,cast,,,,FALSE,19950225,20
George Clooney,199502258,host,Doug Ross,,,FALSE,19950225,20
Akeyla Cleghorne,199502258,cast,patient,,,FALSE,19950225,20
Ellen Cleghorne,199502258,cast,mother,,,FALSE,19950225,20
Chris Elliott,199502258,cast,"Anthony Edwards , Mark Greene",,1259.0,FALSE,19950225,20
Chris Farley,199502258,cast,patient,,,FALSE,19950225,20
Janeane Garofalo,199502258,cast,"Sherry Stringfield , Susan Lewis",,1260.0,FALSE,19950225,20
Janeane Garofalo,199502258,cast,announcer,,,TRUE,19950225,20
Laura Kightlinger,199502258,cast,patient,,,FALSE,19950225,20
Michael McKean,199502258,cast,Mr. Adcott,,,FALSE,19950225,20
Mark McKinney,199502258,cast,"Noah Wyle , John Carter",,1261.0,FALSE,19950225,20
Tim Meadows,199502258,cast,"Eriq La Salle , Peter Benton",,1263.0,FALSE,19950225,20
Jay Mohr,199502258,cast,Daniel Briar,,,FALSE,19950225,20
Andy Murphy,199502258,cast,patient,,,FALSE,19950225,20
Kevin Nealon,199502258,cast,patient,,,FALSE,19950225,20
Adam Sandler,199502258,cast,Mirez,,,FALSE,19950225,20
Molly Shannon,199502258,cast,"Julianna Margulies , Carol Hathaway",,1262.0,FALSE,19950225,20
David Spade,199502258,cast,patient,,,FALSE,19950225,20
George Clooney,199502259,host,Cameron Hormel,,,FALSE,19950225,20
John Henry Kurtz,199502259,unknown,announcer,,,TRUE,19950225,20
Mark McKinney,199502259,cast,applicant,,,FALSE,19950225,20
Kevin Nealon,199502259,cast,executive,,,FALSE,19950225,20
George Clooney,1995022510,host,Mack Reardon,,,FALSE,19950225,20
Chris Elliott,1995022510,cast,Walter Demaas,,,FALSE,19950225,20
Michael McKean,1995022510,cast,Sammy Gelman,,,FALSE,19950225,20
Mark McKinney,1995022510,cast,Roger,,,FALSE,19950225,20
Mark McKinney,1995022510,cast,narrator,,,TRUE,19950225,20
Tim Meadows,1995022510,cast,Marcus Connell,,,FALSE,19950225,20
Kevin Nealon,1995022510,cast,Velveeta,,,FALSE,19950225,20
The Cranberries,1995022511,music,,,,FALSE,19950225,20
Chris Farley,1995022512,cast,Beverly Gelfand,386.0,,FALSE,19950225,20
Michael McKean,1995022512,cast,announcer,,,TRUE,19950225,20
Adam Sandler,1995022512,cast,Hank Gelfand,387.0,,FALSE,19950225,20
Michael McKean,1995022513,cast,Walter Phepps,,,FALSE,19950225,20
Bruce McCulloch,1995022514,cast,singer,,,FALSE,19950225,20
Ellen Cleghorne,199502181,cast,juror,,,FALSE,19950218,20
Chris Farley,199502181,cast,delivery man,,,FALSE,19950218,20
Janeane Garofalo,199502181,cast,Kirsten,,,FALSE,19950218,20
Laura Kightlinger,199502181,cast,Marcia Clark,,1173.0,FALSE,19950218,20
Marci Klein,199502181,cast,band member,,,FALSE,19950218,20
Michael McKean,199502181,cast,Robert Shapiro,,1175.0,FALSE,19950218,20
Mark McKinney,199502181,cast,Lance Ito,,1246.0,FALSE,19950218,20
Tim Meadows,199502181,cast,O.J. Simpson,,1174.0,FALSE,19950218,20
Jay Mohr,199502181,cast,band member,,,FALSE,19950218,20
David Spade,199502181,cast,Brian Kato Kaelin,,1171.0,FALSE,19950218,20
Fred Wolf,199502181,cast,band member,,,FALSE,19950218,20
John Zonars,199502181,cast,band member,,,FALSE,19950218,20
Deion Sanders,199502182,host,,,,FALSE,19950218,20
Deion Sanders,199502183,host,,,,FALSE,19950218,20
Chris Farley,199502183,cast,John Kruk,,1073.0,FALSE,19950218,20
Michael McKean,199502183,cast,Donald Fehr,,1247.0,FALSE,19950218,20
Deion Sanders,199502184,host,,,,FALSE,19950218,20
Jon Bon Jovi,199502184,music,Andre Agassi,,1248.0,FALSE,19950218,20
Manute Bol,199502184,cameo,,,,FALSE,19950218,20
Ellen Cleghorne,199502184,cast,Florence Griffith Joiner,,1252.0,FALSE,19950218,20
Chris Elliott,199502184,cast,Chris Berman,,1251.0,FALSE,19950218,20
Chris Farley,199502184,cast,John Goodman,,1253.0,FALSE,19950218,20
Janeane Garofalo,199502184,cast,Susan Sarandon,,1255.0,FALSE,19950218,20
Laura Kightlinger,199502184,cast,Brooke Shields,,1250.0,FALSE,19950218,20
Mark McKinney,199502184,cast,Tim Robbins,,1256.0,FALSE,19950218,20
Tim Meadows,199502184,cast,Mike Espy,,1254.0,FALSE,19950218,20
Jay Mohr,199502184,cast,Dick Vitale,,1150.0,FALSE,19950218,20
Adam Sandler,199502184,cast,Bobcat Goldthwait,,1249.0,FALSE,19950218,20
Bon Jovi,199502185,music,,,,FALSE,19950218,20
Norm MacDonald,199502186,cast,,,,FALSE,19950218,20
Adam Sandler,199502186,cast,Opera Man,348.0,,FALSE,19950218,20
Deion Sanders,199502187,host,Captain Mack Brody,,,FALSE,19950218,20
Chris Elliott,199502187,cast,Armstrong,,,FALSE,19950218,20
Chris Farley,199502187,cast,Sullivan,,,FALSE,19950218,20
Michael McKean,199502187,cast,mayor,,,FALSE,19950218,20
Mark McKinney,199502187,cast,assistant,,,FALSE,19950218,20
Tim Meadows,199502187,cast,soldier,,,FALSE,19950218,20
Jay Mohr,199502187,cast,Johnson,,,FALSE,19950218,20
Andy Murphy,199502187,cast,spectator,,,FALSE,19950218,20
David Spade,199502187,cast,Peabody,,,FALSE,19950218,20
Deion Sanders,199502188,host,rapper,,,FALSE,19950218,20
Ellen Cleghorne,199502188,cast,P.P. Oldoly-Oldoly,,,FALSE,19950218,20
Michael McKean,199502188,cast,J.D. Smooth,,,FALSE,19950218,20
Tim Meadows,199502188,cast,rapper,,,FALSE,19950218,20
Adam Sandler,199502188,cast,rapper,,,FALSE,19950218,20
Bon Jovi,199502189,music,,,,FALSE,19950218,20
Deion Sanders,1995021810,host,Dr. Kwami Gains,,,FALSE,19950218,20
Tim Meadows,1995021810,cast,Lionel Osbourne,385.0,,FALSE,19950218,20
Deion Sanders,1995021811,host,,,,FALSE,19950218,20
Chris Farley,1995021811,cast,Jason Halprin,,,FALSE,19950218,20
Janeane Garofalo,1995021811,cast,mother,,,FALSE,19950218,20
Michael McKean,1995021811,cast,game announcer,,,TRUE,19950218,20
Mark McKinney,1995021811,cast,doctor,,,FALSE,19950218,20
Deion Sanders,1995021812,host,,,,FALSE,19950218,20
Bob Newhart,199502111,host,Paul McConnell,,,FALSE,19950211,20
Michael McKean,199502111,cast,Donald Belfi,,1239.0,FALSE,19950211,20
Mark McKinney,199502111,cast,George Peck,,1238.0,FALSE,19950211,20
Tim Meadows,199502111,cast,Colin Ferguson,,1237.0,FALSE,19950211,20
Jay Mohr,199502111,cast,bailiff,,,FALSE,19950211,20
Andy Murphy,199502111,cast,spectator,,,FALSE,19950211,20
Kevin Nealon,199502111,cast,Terry Moran,,1176.0,FALSE,19950211,20
David Spade,199502111,cast,Mark Schmidt,,,FALSE,19950211,20
Bob Newhart,199502112,host,,,,FALSE,19950211,20
Bob Newhart,199502113,host,Dr. Bob Hartley,,,FALSE,19950211,20
Ellen Cleghorne,199502113,cast,audience members,,,FALSE,19950211,20
Chris Farley,199502113,cast,Ned,,,FALSE,19950211,20
Laura Kightlinger,199502113,cast,Sarah,,,FALSE,19950211,20
Michael McKean,199502113,cast,Frank,,,FALSE,19950211,20
Jay Mohr,199502113,cast,Ricki Lake,,1240.0,FALSE,19950211,20
David Spade,199502113,cast,Allen,,,FALSE,19950211,20
John Zonars,199502113,cast,audience member,,,FALSE,19950211,20
Bob Newhart,199502114,host,Maximilian Breckenridge,,,FALSE,19950211,20
Chris Farley,199502114,cast,Craig Sorenson,,,FALSE,19950211,20
Des'ree,199502115,music,,,,FALSE,19950211,20
Norm MacDonald,199502116,cast,,,,FALSE,19950211,20
Chris Elliott,199502116,cast,Ken Smit,,,FALSE,19950211,20
Laura Kightlinger,199502116,cast,Marcia Clark,,1173.0,TRUE,19950211,20
David Spade,199502116,cast,,,,FALSE,19950211,20
Adam Sandler,199502116,cast,,,,FALSE,19950211,20
Bob Newhart,199502117,host,Mr. Buchannon,,,FALSE,19950211,20
Chris Farley,199502117,cast,drowning victim,,,FALSE,19950211,20
Janeane Garofalo,199502117,cast,"Pamela Anderson , C.J. Parker",,1241.0,FALSE,19950211,20
Laura Kightlinger,199502117,cast,"Yasmine Bleeth , Caroline Holden",,1243.0,FALSE,19950211,20
Michael McKean,199502117,cast,"David Hasselhoff , Mitch Buchannon",,1245.0,FALSE,19950211,20
Mark McKinney,199502117,cast,"David Charvet , Matt Brody",,1244.0,FALSE,19950211,20
Jay Mohr,199502117,cast,"Jaason Simmons , Logan Fowler",,1242.0,FALSE,19950211,20
Bob Newhart,199502118,host,supervisor,,,FALSE,19950211,20
Bob Newhart,199502119,host,,,,FALSE,19950211,20
Ellen Cleghorne,199502119,cast,,,,FALSE,19950211,20
Joe Dicso,199502119,cast,,,,FALSE,19950211,20
Chris Elliott,199502119,cast,,,,FALSE,19950211,20
Chris Farley,199502119,cast,,,,FALSE,19950211,20
Al Franken,199502119,cast,,,,FALSE,19950211,20
Janeane Garofalo,199502119,cast,,,,FALSE,19950211,20
Laura Kightlinger,199502119,cast,,,,FALSE,19950211,20
Steve Koren,199502119,cast,,,,FALSE,19950211,20
Norm MacDonald,199502119,cast,,,,FALSE,19950211,20
Michael McKean,199502119,cast,,,,FALSE,19950211,20
Mark McKinney,199502119,cast,,,,FALSE,19950211,20
Tim Meadows,199502119,cast,,,,FALSE,19950211,20
Marilyn Suzanne Miller,199502119,cast,,,,FALSE,19950211,20
Jay Mohr,199502119,cast,,,,FALSE,19950211,20
Kevin Nealon,199502119,cast,,,,FALSE,19950211,20
Adam Sandler,199502119,cast,,,,FALSE,19950211,20
David Spade,199502119,cast,,,,FALSE,19950211,20
Des'ree,1995021110,music,,,,FALSE,19950211,20
Bob Newhart,1995021111,host,Bob Hudnut,,,FALSE,19950211,20
Kevin Nealon,1995021111,cast,Chris Given,,,FALSE,19950211,20
Jack Handey,1995021112,other,,,,FALSE,19950211,20
Phil Hartman,1995021112,cast,announcer,,,TRUE,19950211,20
Bob Newhart,1995021114,host,Dr. Bob Hartley,,,FALSE,19950211,20
Suzanne Pleshette,1995021114,filmed,Emily Hartley,,,FALSE,19950211,20
Chris Farley,199501211,cast,F. Lee Bailey,,1234.0,FALSE,19950121,20
Laura Kightlinger,199501211,cast,Marcia Clark,,1173.0,FALSE,19950121,20
Michael McKean,199501211,cast,Robert Shapiro,,1175.0,FALSE,19950121,20
Mark McKinney,199501211,cast,attorney,,,FALSE,19950121,20
Tim Meadows,199501211,cast,Johnnie Cochran,,1235.0,FALSE,19950121,20
Mike Myers,199501211,cast,Lance Ito,,1172.0,FALSE,19950121,20
Kevin Nealon,199501211,cast,Terry Moran,,1176.0,FALSE,19950121,20
